jarvis id,jarvis band structure (BG),"preds band structure (BG, Direc BG, VBM, CBM)"
JVASP-6259,[3.5460000038146973],"[4.355747222900391, 4.546131134033203, -6.407531261444092, -2.0448453426361084]"
JVASP-6349,[0.0],"[0.045436859130859375, 0.05515456199645996, -3.864758014678955, -3.7607762813568115]"
JVASP-6262,[2.2639999389648438],"[2.867363452911377, 2.926213502883911, -7.075570106506348, -4.202847003936768]"
JVASP-6265,[1.6950000524520874],"[3.098565101623535, 3.2431979179382324, -6.485311031341553, -3.3973517417907715]"
JVASP-6937,[0.0],"[0.0013108253479003906, 0.003320932388305664, -4.657230377197266, -4.654763221740723]"
JVASP-6199,[2.3340001106262207],"[2.85849928855896, 2.967500686645508, -6.772659778594971, -3.9147286415100098]"
JVASP-6940,[1.2710000276565552],"[2.061375856399536, 2.3012659549713135, -5.991047382354736, -3.9292733669281006]"
JVASP-5911,[0.0],"[-0.0009801387786865234, -0.002715587615966797, -4.380916118621826, -4.396011829376221]"
JVASP-8942,[0.42500001192092896],"[1.3296258449554443, 1.482184648513794, -6.006967067718506, -4.664906024932861]"
JVASP-6196,[3.0360000133514404],"[3.8435449600219727, 3.8278307914733887, -7.5111613273620605, -3.6686668395996094]"
JVASP-6943,[1.6920000314712524],"[3.2130632400512695, 3.2836549282073975, -7.566075325012207, -4.358827114105225]"
JVASP-8945,[0.6240000128746033],"[3.3066611289978027, 3.4779133796691895, -7.326412200927734, -4.017879009246826]"
JVASP-6058,[0.8809999823570251],"[1.2864227294921875, 1.359017252922058, -5.755081653594971, -4.466001987457275]"
JVASP-6082,[0.9229999780654907],"[1.1950408220291138, 1.2547019720077515, -5.5360002517700195, -4.33789587020874]"
JVASP-27758,[1.1820000410079956],"[2.9663126468658447, 3.1092138290405273, -6.90176248550415, -3.93745756149292]"
JVASP-6136,[2.0980000495910645],"[3.261760711669922, 3.405139923095703, -7.003308296203613, -3.7362961769104004]"
JVASP-6949,[0.0],"[0.16392743587493896, 0.3714083433151245, -5.311413764953613, -5.038635730743408]"
JVASP-6952,[0.0],"[0.14336073398590088, 0.2221088409423828, -4.3629961013793945, -4.183674335479736]"
JVASP-6193,[2.7039999961853027],"[3.907155752182007, 4.149275779724121, -8.738462448120117, -4.834775447845459]"
JVASP-8948,[2.385999917984009],"[3.3112034797668457, 3.472487688064575, -7.929422378540039, -4.618209362030029]"
JVASP-6955,[0.7110000252723694],"[1.3385004997253418, 1.3871674537658691, -5.886908054351807, -4.550363063812256]"
JVASP-8951,[1.527999997138977],"[1.9860217571258545, 2.3416106700897217, -5.8292083740234375, -3.830453395843506]"
JVASP-6190,[2.1040000915527344],"[3.118304967880249, 3.3643815517425537, -6.765244483947754, -3.6598219871520996]"
JVASP-6187,[1.746999979019165],"[2.4218966960906982, 2.4662230014801025, -5.8061113357543945, -3.389225959777832]"
JVASP-27759,[3.236999988555908],"[5.142681121826172, 5.206347465515137, -8.02868938446045, -2.8817920684814453]"
JVASP-6148,[1.7280000448226929],"[3.0976386070251465, 3.135669231414795, -7.543949604034424, -4.453357696533203]"
JVASP-6961,[0.0],"[0.1517723798751831, 0.17463374137878418, -4.007749557495117, -3.776782989501953]"
JVASP-6268,[0.04999995231628418],"[0.7966707944869995, 0.9923719167709351, -5.31437873840332, -4.52023458480835]"
JVASP-6184,[0.6240000128746033],"[1.8334364891052246, 1.9917716979980469, -6.517824172973633, -4.679819107055664]"
JVASP-6181,[0.6159999966621399],"[1.9339982271194458, 2.0616190433502197, -6.739207744598389, -4.798682689666748]"
JVASP-6964,[0.9139999747276306],"[1.6859465837478638, 1.8503464460372925, -6.810427665710449, -5.122584342956543]"
JVASP-6271,[4.711999893188477],"[6.74882698059082, 7.052947044372559, -8.24220085144043, -1.4985668659210205]"
JVASP-6967,[1.4830000400543213],"[2.4101192951202393, 2.4045934677124023, -6.770688056945801, -4.356718063354492]"
JVASP-8954,[0.0],"[0.0809171199798584, 0.10285592079162598, -4.39372444152832, -4.268082618713379]"
JVASP-6085,[1.4869999885559082],"[2.5572450160980225, 2.612226963043213, -6.907082557678223, -4.353271007537842]"
JVASP-6970,[0.0],"[0.7938766479492188, 1.0206199884414673, -6.200169563293457, -5.423195838928223]"
JVASP-6274,[0.9679999947547913],"[0.5387781858444214, 0.6721364259719849, -5.5883331298828125, -5.045291423797607]"
JVASP-6973,[0.0],"[0.011150956153869629, 0.009196043014526367, -4.480943202972412, -4.4315690994262695]"
JVASP-6412,[0.23100000619888306],"[1.0822436809539795, 1.1687934398651123, -6.004449367523193, -4.901744365692139]"
JVASP-5887,[2.563999891281128],"[4.159074783325195, 4.177057266235352, -7.927101135253906, -3.7788329124450684]"
JVASP-5941,[0.0],"[0.04247462749481201, 0.0680692195892334, -4.656126976013184, -4.596203804016113]"
JVASP-8960,[0.6970000267028809],"[0.5637545585632324, 0.7800743579864502, -4.998416900634766, -4.457064151763916]"
JVASP-6979,[1.0479999780654907],"[0.6095250844955444, 0.6874998807907104, -5.3861894607543945, -4.77927827835083]"
JVASP-6277,[2.3959999084472656],"[4.128774166107178, 4.396698951721191, -9.755327224731445, -5.640301704406738]"
JVASP-6745,[5.210000038146973],"[6.11720609664917, 6.364689826965332, -7.767781734466553, -1.6750209331512451]"
JVASP-6031,[1.0440000295639038],"[3.2629730701446533, 3.52284836769104, -6.258721828460693, -2.9731221199035645]"
JVASP-6748,[2.4660000801086426],"[6.041718006134033, 6.071712493896484, -8.034027099609375, -1.9798774719238281]"
JVASP-8966,[2.8399999141693115],"[3.8854684829711914, 4.143874645233154, -6.7071638107299805, -2.817333698272705]"
JVASP-6280,[2.806000232696533],"[3.884944438934326, 4.097876071929932, -6.56575345993042, -2.675055742263794]"
JVASP-6178,[2.882999897003174],"[3.7096402645111084, 3.9169018268585205, -6.194211959838867, -2.4777588844299316]"
JVASP-6751,[2.9130001068115234],"[2.999392032623291, 3.3926539421081543, -7.646720886230469, -4.648012161254883]"
JVASP-6523,[1.3209999799728394],"[1.5596586465835571, 1.7410141229629517, -6.330249309539795, -4.76966667175293]"
JVASP-6754,[0.0],"[0.19704926013946533, 0.2898693084716797, -4.652082443237305, -4.469196319580078]"
JVASP-664,[1.6579999923706055],"[2.136312246322632, 2.138496160507202, -6.032870769500732, -3.8820881843566895]"
JVASP-6064,[1.659000039100647],"[4.725007057189941, 4.924714088439941, -7.693994998931885, -2.9691309928894043]"
JVASP-6769,[1.531000018119812],"[2.9616894721984863, 3.1800012588500977, -6.4720778465271, -3.5158286094665527]"
JVASP-6067,[1.4639999866485596],"[4.22617769241333, 4.517087936401367, -7.08146858215332, -2.8425145149230957]"
JVASP-6547,[1.7300000190734863],"[2.9356961250305176, 3.1771793365478516, -7.8949713706970215, -4.965479850769043]"
JVASP-6775,[0.03900003433227539],"[0.3968336582183838, 0.47709107398986816, -5.132242202758789, -4.688223838806152]"
JVASP-6982,[0.0],"[0.031533002853393555, 0.0644981861114502, -4.714323043823242, -4.634891033172607]"
JVASP-6778,[2.1989998817443848],"[3.238248825073242, 3.6056642532348633, -6.796838283538818, -3.556591033935547]"
JVASP-6175,[1.2970000505447388],"[2.0159878730773926, 1.9522159099578857, -6.199710845947266, -4.175245761871338]"
JVASP-6172,[0.9160000085830688],"[1.8620258569717407, 2.2424521446228027, -6.316089630126953, -4.453517913818359]"
JVASP-6286,[0.0],"[0.0362095832824707, 0.06212639808654785, -4.601771354675293, -4.563850402832031]"
JVASP-6985,[0.0],"[0.07123446464538574, 0.0778348445892334, -4.542348861694336, -4.414028167724609]"
JVASP-6556,[0.6050000190734863],"[1.5112521648406982, 1.6779060363769531, -5.39749002456665, -3.8934788703918457]"
JVASP-6394,[1.3020000457763672],"[2.2398910522460938, 2.3902597427368164, -6.442814826965332, -4.2014875411987305]"
JVASP-6391,[1.9980000257492065],"[2.4396815299987793, 2.6740362644195557, -5.85406494140625, -3.415078639984131]"
JVASP-6424,[0.0],"[0.07822942733764648, 0.0954740047454834, -4.401968955993652, -4.311084270477295]"
JVASP-6781,[1.125],"[1.7754466533660889, 1.9001107215881348, -5.8735222816467285, -4.090696334838867]"
JVASP-6784,[1.2239999771118164],"[2.042156934738159, 2.1587228775024414, -5.988720417022705, -3.932265281677246]"
JVASP-696,[0.0],"[0.07282757759094238, 0.12431883811950684, -5.227525234222412, -5.1430439949035645]"
JVASP-6442,[0.0],"[0.0007140636444091797, 0.006323814392089844, -4.3972063064575195, -4.388381004333496]"
JVASP-6169,[2.0139999389648438],"[3.1361002922058105, 3.199075698852539, -7.084372520446777, -3.941697597503662]"
JVASP-6166,[2.7730000019073486],"[3.6518173217773438, 3.7567455768585205, -6.72668981552124, -3.078873634338379]"
JVASP-6382,[0.7540000081062317],"[1.4228515625, 1.456413745880127, -5.449920177459717, -4.0329179763793945]"
JVASP-6163,[1.8170000314712524],"[1.314215898513794, 1.3300657272338867, -6.450268745422363, -5.129577159881592]"
JVASP-6790,[2.0260000228881836],"[3.2753942012786865, 3.3412506580352783, -7.219890594482422, -3.9456424713134766]"
JVASP-6160,[0.9599999785423279],"[1.842766523361206, 2.0027356147766113, -5.5139617919921875, -3.6739275455474854]"
JVASP-6793,[0.8059999942779541],"[1.4819620847702026, 1.532571792602539, -5.613504886627197, -4.137680530548096]"
JVASP-6796,[0.6890000104904175],"[1.200392246246338, 1.2528676986694336, -4.997252464294434, -3.8047986030578613]"
JVASP-6799,[0.6589999794960022],"[1.1720476150512695, 1.2217036485671997, -4.933101177215576, -3.770448684692383]"
JVASP-6226,[0.0],"[0.7918294668197632, 0.8650363683700562, -6.96577787399292, -6.099546432495117]"
JVASP-6223,[0.0],"[0.5296698808670044, 0.6660157442092896, -6.449960708618164, -5.739045143127441]"
JVASP-8972,[1.2510000467300415],"[1.6753510236740112, 1.918004035949707, -5.841902256011963, -4.161895751953125]"
JVASP-8975,[0.0],"[0.08326959609985352, 0.07852292060852051, -4.082328796386719, -3.9209632873535156]"
JVASP-6292,[1.0789999961853027],"[1.8672089576721191, 1.99476158618927, -6.2353410720825195, -4.370223522186279]"
JVASP-6157,[3.861999988555908],"[4.53757381439209, 4.782365798950195, -6.60526180267334, -2.0725860595703125]"
JVASP-6571,[1.5789999961853027],"[2.2334275245666504, 2.2957305908203125, -6.625381946563721, -4.389519214630127]"
JVASP-6574,[1.3309999704360962],"[2.550046443939209, 2.6545000076293945, -7.394155979156494, -4.847771167755127]"
JVASP-6295,[2.9159998893737793],"[4.396868705749512, 4.536037445068359, -8.434021949768066, -4.032323837280273]"
JVASP-6802,[1.2300000190734863],"[2.2833430767059326, 2.5418355464935303, -6.376245498657227, -4.083096504211426]"
JVASP-8981,[0.7179999947547913],"[1.1321289539337158, 1.2300676107406616, -5.407436847686768, -4.260758876800537]"
JVASP-6436,[1.8739999532699585],"[2.457777976989746, 2.5424606800079346, -5.495509147644043, -3.0313010215759277]"
JVASP-6154,[2.624000072479248],"[4.200160980224609, 4.540414810180664, -9.5523099899292, -5.356853008270264]"
JVASP-8984,[1.715000033378601],"[2.7800230979919434, 3.1056952476501465, -5.985710620880127, -3.204744815826416]"
JVASP-6577,[1.6089999675750732],"[2.197458267211914, 2.2550652027130127, -6.616960525512695, -4.415365219116211]"
JVASP-19998,[3.892000198364258],"[5.180315971374512, 5.213923454284668, -9.003815650939941, -3.835526704788208]"
JVASP-19999,[1.5980000495910645],"[2.3302786350250244, 2.6187164783477783, -6.840300559997559, -4.509861946105957]"
JVASP-27780,[0.0],"[0.0954902172088623, 0.23673629760742188, -4.965365409851074, -4.874604225158691]"
JVASP-27781,[2.2260000705718994],"[2.916534423828125, 3.047137498855591, -6.452263355255127, -3.532132148742676]"
JVASP-27782,[0.0],"[0.04538249969482422, 0.05403876304626465, -4.337442398071289, -4.22396183013916]"
JVASP-792,[1.2369999885559082],"[2.1245169639587402, 2.183259963989258, -6.5019211769104, -4.379181385040283]"
JVASP-7057,[0.0],"[0.923564076423645, 0.9921488761901855, -5.279586315155029, -4.329443454742432]"
JVASP-5947,[0.0],"[0.12904703617095947, 0.23687958717346191, -5.308718681335449, -5.1416778564453125]"
JVASP-13509,[0.8450000286102295],"[0.9598169326782227, 1.1563152074813843, -5.695566654205322, -4.729082107543945]"
JVASP-13513,[0.0],"[0.000982522964477539, -0.0009243488311767578, -4.684818267822266, -4.717584609985352]"
JVASP-13514,[0.0820000171661377],"[0.27543699741363525, 0.4573925733566284, -4.615795135498047, -4.345889568328857]"
JVASP-13521,[0.0],"[0.09251856803894043, 0.1377546787261963, -4.6609320640563965, -4.524967193603516]"
JVASP-759,[1.5540000200271606],"[2.30049204826355, 2.649477243423462, -7.346808910369873, -5.038081169128418]"
JVASP-13523,[0.23899990320205688],"[0.5434561967849731, 0.690546989440918, -4.4719767570495605, -3.934258460998535]"
JVASP-13579,[2.252000093460083],"[5.155764579772949, 5.226501941680908, -7.041021823883057, -1.8925938606262207]"
JVASP-20002,[0.5389999747276306],"[0.5848407745361328, 0.6688472032546997, -3.9271936416625977, -3.339275598526001]"
JVASP-28095,[1.8459999561309814],"[2.7980425357818604, 2.997063159942627, -5.940013408660889, -3.136908531188965]"
JVASP-13525,[3.052000045776367],"[3.2182700634002686, 3.474940299987793, -6.751860618591309, -3.5299887657165527]"
JVASP-28106,[0.0],"[1.1670995950698853, 1.269426941871643, -3.819908380508423, -2.570765495300293]"
JVASP-20004,[1.8769999742507935],"[2.6230173110961914, 2.7355117797851562, -6.534495830535889, -3.9128811359405518]"
JVASP-5962,[1.5570000410079956],"[2.2868058681488037, 2.287104606628418, -6.193510055541992, -3.8983521461486816]"
JVASP-9572,[0.8479999899864197],"[1.3761589527130127, 1.4600002765655518, -5.255709648132324, -3.880666494369507]"
JVASP-5983,[0.8479999899864197],"[1.4004302024841309, 1.5114450454711914, -5.235138893127441, -3.832472801208496]"
JVASP-28112,[0.4939999580383301],"[1.2466777563095093, 1.2854945659637451, -6.036423683166504, -4.789381504058838]"
JVASP-783,[0.0],"[0.005723714828491211, 0.020256519317626953, -5.371696949005127, -5.353373050689697]"
JVASP-6331,[1.2419999837875366],"[2.0126864910125732, 2.131894111633301, -6.461915493011475, -4.453649044036865]"
JVASP-7060,[0.06200003623962402],"[1.0926971435546875, 1.6601147651672363, -6.037890911102295, -4.897680282592773]"
JVASP-765,[0.0],"[0.09257996082305908, 0.18396377563476562, -6.049527645111084, -5.861913204193115]"
JVASP-28115,[1.8919999599456787],"[3.2134108543395996, 3.3995797634124756, -5.959696292877197, -2.733734607696533]"
JVASP-750,[2.2139999866485596],"[4.131075382232666, 4.67513370513916, -9.630696296691895, -5.498491287231445]"
JVASP-6121,[0.0],"[0.01163184642791748, 0.0472259521484375, -4.230898857116699, -4.23260498046875]"
JVASP-20035,[0.7639999985694885],"[1.7471752166748047, 1.8776448965072632, -6.59772253036499, -4.841517448425293]"
JVASP-6448,[2.066999912261963],"[3.2045888900756836, 3.2473909854888916, -6.329925060272217, -3.11482310295105]"
JVASP-19565,[0.0],"[0.21676599979400635, 0.23370182514190674, -4.232498645782471, -3.955378293991089]"
JVASP-20040,[3.010999917984009],"[5.045828819274902, 5.149998664855957, -10.278321266174316, -5.269498825073242]"
JVASP-673,[0.0],"[0.02070927619934082, 0.06678247451782227, -4.389115333557129, -4.362916946411133]"
JVASP-6451,[3.9630002975463867],"[5.059605598449707, 5.149073600769043, -7.159783363342285, -2.101318836212158]"
JVASP-13616,[1.5839999914169312],"[2.9187309741973877, 2.8601326942443848, -8.40390396118164, -5.4822516441345215]"
JVASP-31357,[0.0],"[0.37416744232177734, 0.4619208574295044, -4.315746307373047, -3.9042317867279053]"
JVASP-20005,[1.4759999513626099],"[2.900402545928955, 2.81099796295166, -8.379093170166016, -5.472344875335693]"
JVASP-13581,[1.406000018119812],"[2.6775131225585938, 2.7679247856140137, -6.963728904724121, -4.290279865264893]"
JVASP-20007,[4.244999885559082],"[7.127328872680664, 7.1941633224487305, -9.134385108947754, -2.0069727897644043]"
JVASP-13586,[0.0],"[0.049370527267456055, 0.056920528411865234, -4.4537763595581055, -4.3769659996032715]"
JVASP-76290,[0.8479999899864197],"[1.4004498720169067, 1.5114580392837524, -5.235191345214844, -3.8325064182281494]"
JVASP-14433,[0.0],"[0.0854191780090332, 0.1016700267791748, -4.450128555297852, -4.342719078063965]"
JVASP-76297,[1.8070000410079956],"[2.4678866863250732, 2.473703384399414, -5.914945602416992, -3.430795431137085]"
JVASP-76298,[0.0],"[0.026412248611450195, 0.0701441764831543, -5.186478614807129, -5.144445419311523]"
JVASP-76299,[0.0],"[0.001306772232055664, -0.003998279571533203, -4.626777648925781, -4.644866943359375]"
JVASP-76306,[1.715000033378601],"[2.2355659008026123, 2.5111420154571533, -5.799917221069336, -3.558891773223877]"
JVASP-729,[0.6930000185966492],"[1.1744379997253418, 2.1922271251678467, -5.857654571533203, -4.671496868133545]"
JVASP-9002,[0.765999972820282],"[1.8207889795303345, 1.8693803548812866, -6.0682759284973145, -4.228825092315674]"
JVASP-7024,[0.0],"[0.10317349433898926, 0.08873867988586426, -4.646681785583496, -4.426459789276123]"
JVASP-5935,[1.253000020980835],"[3.292813777923584, 3.386258840560913, -9.787303924560547, -6.505459785461426]"
JVASP-19550,[2.01200008392334],"[3.8451972007751465, 4.118382453918457, -7.763828277587891, -3.9044933319091797]"
JVASP-6343,[1.8949999809265137],"[2.6193909645080566, 2.8541200160980225, -5.904853820800781, -3.287590503692627]"
JVASP-7054,[2.308000087738037],"[3.045605182647705, 3.118027448654175, -6.757734298706055, -3.7064003944396973]"
JVASP-9071,[0.0],"[0.03883159160614014, 0.05544328689575195, -4.452736854553223, -4.336766242980957]"
JVASP-6151,[0.3370000720024109],"[1.0949314832687378, 1.3385998010635376, -5.805531024932861, -4.698422908782959]"
JVASP-19551,[3.931000232696533],"[5.46205997467041, 5.552463531494141, -8.749702453613281, -3.2861766815185547]"
JVASP-6076,[1.938999891281128],"[3.4492130279541016, 3.7497544288635254, -5.852699279785156, -2.4030637741088867]"
JVASP-19552,[1.6720000505447388],"[2.419818878173828, 2.796581268310547, -7.348042964935303, -4.930720806121826]"
JVASP-7027,[2.433000087738037],"[3.2835912704467773, 3.429501533508301, -6.748537063598633, -3.461299419403076]"
JVASP-76313,[0.0],"[0.03421485424041748, 0.04272198677062988, -4.485570907592773, -4.413486003875732]"
JVASP-76536,[0.0],"[0.2535139322280884, 0.4148135185241699, -5.059958457946777, -4.787114143371582]"
JVASP-6835,[0.0],"[0.3717517852783203, 0.30647122859954834, -4.56077241897583, -4.1680803298950195]"
JVASP-27999,[0.0],"[0.018675684928894043, 0.04270815849304199, -4.651862144470215, -4.594569683074951]"
JVASP-13564,[0.0],"[0.02610158920288086, 0.03528547286987305, -4.4270782470703125, -4.351310729980469]"
JVASP-6517,[2.259000062942505],"[3.0626840591430664, 3.4812426567077637, -6.215142250061035, -3.158850908279419]"
JVASP-7036,[0.0],"[0.09820115566253662, 0.28814053535461426, -4.586307525634766, -4.490296363830566]"
JVASP-19996,[3.6150002479553223],"[5.103870391845703, 5.294741630554199, -6.429519176483154, -1.3220703601837158]"
JVASP-13567,[0.0],"[0.0018870830535888672, 0.005162239074707031, -4.595597267150879, -4.580691337585449]"
JVASP-13568,[0.0],"[0.028169751167297363, 0.06795883178710938, -4.677773952484131, -4.614653587341309]"
JVASP-27774,[1.0299999713897705],"[1.287440299987793, 2.6106178760528564, -4.931530952453613, -3.6567978858947754]"
JVASP-13634,[0.0],"[-0.0017354488372802734, -0.0012378692626953125, -4.525029182434082, -4.542983531951904]"
JVASP-28000,[2.678999900817871],"[3.3577895164489746, 3.630740165710449, -6.3347086906433105, -2.97210693359375]"
JVASP-20011,[3.178999900817871],"[4.362248420715332, 4.5092668533325195, -7.164620399475098, -2.803630828857422]"
JVASP-13587,[0.0],"[0.14419054985046387, 0.25419163703918457, -4.596968173980713, -4.458808898925781]"
JVASP-14425,[0.0],"[0.010808944702148438, 0.011758804321289062, -4.273076057434082, -4.214971542358398]"
JVASP-27775,[0.0],"[0.022540569305419922, 0.05007147789001465, -4.3355631828308105, -4.303872108459473]"
JVASP-13588,[0.0],"[0.17960083484649658, 0.2618941068649292, -4.419369697570801, -4.2510986328125]"
JVASP-27777,[1.9130001068115234],"[3.04292893409729, 3.2854909896850586, -7.438894748687744, -4.397982120513916]"
JVASP-27778,[0.0],"[0.03797781467437744, 0.05046892166137695, -4.318863868713379, -4.21143102645874]"
JVASP-13589,[3.623000144958496],"[4.628560543060303, 4.741131782531738, -6.85039758682251, -2.2218756675720215]"
JVASP-13590,[1.944000005722046],"[5.30294132232666, 5.420746803283691, -7.425697326660156, -2.1217403411865234]"
JVASP-20012,[0.0],"[0.39128780364990234, 0.471433162689209, -4.812032222747803, -4.316075325012207]"
JVASP-31361,[1.4600000381469727],"[1.9363658428192139, 2.0137462615966797, -6.325250625610352, -4.386443614959717]"
JVASP-14427,[2.8980000019073486],"[3.774895668029785, 3.9911649227142334, -6.775815010070801, -2.9927945137023926]"
JVASP-13636,[0.0],"[0.01298987865447998, 0.07179760932922363, -4.743254661560059, -4.731082916259766]"
JVASP-31363,[0.8450000286102295],"[0.6865651607513428, 0.8499207496643066, -5.041831016540527, -4.3672380447387695]"
JVASP-19583,[1.2380000352859497],"[2.4394779205322266, 2.6145689487457275, -7.223989963531494, -4.775610446929932]"
JVASP-31366,[0.6949999928474426],"[0.7056764364242554, 0.9491299390792847, -5.142648696899414, -4.435710906982422]"
JVASP-76548,[2.6519999504089355],"[2.3302841186523438, 2.6187217235565186, -6.840298652648926, -4.509855270385742]"
JVASP-6583,[2.052000045776367],"[2.6745145320892334, 2.8042309284210205, -6.5523247718811035, -3.876911163330078]"
JVASP-8987,[1.9989999532699585],"[3.501286506652832, 3.6777966022491455, -7.2926225662231445, -3.7987637519836426]"
JVASP-8990,[0.0],"[0.05611467361450195, 0.08408522605895996, -4.524050235748291, -4.428094387054443]"
JVASP-76318,[0.0],"[0.2304314374923706, 0.37386560440063477, -5.057326793670654, -4.8068318367004395]"
JVASP-76549,[1.2769999504089355],"[1.8705356121063232, 2.0202114582061768, -6.675556182861328, -4.798343181610107]"
JVASP-747,[0.7289999723434448],"[0.603873610496521, 1.17999267578125, -4.563467979431152, -3.965073823928833]"
JVASP-27773,[2.1059999465942383],"[5.664647102355957, 5.642216205596924, -8.846705436706543, -3.1835577487945557]"
JVASP-774,[0.04999995231628418],"[1.0927305221557617, 1.6601415872573853, -6.038026809692383, -4.897792816162109]"
JVASP-735,[0.1549999713897705],"[0.3874654769897461, 0.8456164598464966, -4.682737350463867, -4.299526691436768]"
JVASP-6478,[1.406999945640564],"[2.7130613327026367, 2.7623393535614014, -6.890752792358398, -4.173990249633789]"
JVASP-13628,[0.0],"[0.012587189674377441, 0.00585627555847168, -4.801323890686035, -4.751643180847168]"
JVASP-31420,[0.746999979019165],"[0.8590110540390015, 1.039498209953308, -5.07368803024292, -4.214780807495117]"
JVASP-20033,[4.769999980926514],"[5.612942695617676, 5.843809127807617, -7.707208633422852, -2.1039962768554688]"
JVASP-28065,[1.0870000123977661],"[1.9426060914993286, 2.0413715839385986, -6.188144683837891, -4.2447919845581055]"
JVASP-786,[0.0],"[0.1215749979019165, 0.2562004327774048, -4.582409858703613, -4.434556484222412]"
JVASP-6526,[0.0],"[0.01298987865447998, 0.07179975509643555, -4.743277549743652, -4.731103420257568]"
JVASP-31367,[0.0],"[0.07304990291595459, 0.08501768112182617, -3.412263870239258, -3.275278091430664]"
JVASP-6415,[0.0],"[0.014261960983276367, 0.0561678409576416, -4.242169380187988, -4.2272629737854]"
JVASP-6130,[0.0],"[0.008367419242858887, 0.03167438507080078, -4.757986068725586, -4.773152828216553]"
JVASP-6481,[1.0470000505447388],"[0.5737488269805908, 0.6593117713928223, -5.378302574157715, -4.810285568237305]"
JVASP-13598,[1.4500000476837158],"[2.582779884338379, 2.631376028060913, -7.154443264007568, -4.563299655914307]"
JVASP-27971,[0.45799994468688965],"[4.594281196594238, 4.71175479888916, -8.860183715820312, -4.255397319793701]"
JVASP-667,[0.0],"[0.04912388324737549, 0.05784273147583008, -4.591917037963867, -4.620571613311768]"
JVASP-27978,[0.906000018119812],"[4.087198734283447, 4.338082313537598, -9.412610054016113, -5.312003135681152]"
JVASP-19545,[0.0],"[0.08399641513824463, 0.10419869422912598, -4.923037528991699, -4.778739929199219]"
JVASP-5874,[1.7880001068115234],"[3.056114673614502, 3.5842413902282715, -7.9732537269592285, -4.901984691619873]"
JVASP-13611,[1.7669999599456787],"[2.376680374145508, 2.620795249938965, -6.21254301071167, -3.833028793334961]"
JVASP-20017,[1.0499999523162842],"[3.262876033782959, 3.5224432945251465, -6.258879661560059, -2.973442554473877]"
JVASP-27923,[1.0740000009536743],"[1.5704245567321777, 1.61785888671875, -6.2517266273498535, -4.679593086242676]"
JVASP-730,[0.0],"[0.08376836776733398, 0.13636255264282227, -5.591407775878906, -5.504809379577637]"
JVASP-27926,[0.0],"[0.022406339645385742, 0.019977092742919922, -4.599008560180664, -4.537763595581055]"
JVASP-7000,[0.0],"[0.04887807369232178, 0.1678452491760254, -4.262393474578857, -4.23098611831665]"
JVASP-27928,[0.0],"[0.028240442276000977, 0.035143136978149414, -6.063297271728516, -5.872107028961182]"
JVASP-27940,[0.0],"[0.015322566032409668, 0.04645371437072754, -4.640530586242676, -4.64158296585083]"
JVASP-5980,[0.0],"[0.029700636863708496, 0.04520440101623535, -4.931548595428467, -4.849078178405762]"
JVASP-28071,[0.0],"[0.0012733936309814453, 0.016056299209594727, -4.426965713500977, -4.401960372924805]"
JVASP-9047,[0.0],"[0.04736888408660889, 0.04561781883239746, -4.693797588348389, -4.610072135925293]"
JVASP-6484,[2.759000062942505],"[3.18936824798584, 3.1718621253967285, -7.415285587310791, -4.221225261688232]"
JVASP-9050,[0.0],"[0.14203619956970215, 0.13727903366088867, -4.598626136779785, -4.393972873687744]"
JVASP-31368,[1.8229999542236328],"[3.7838492393493652, 4.601142883300781, -9.342995643615723, -5.565867900848389]"
JVASP-9053,[0.0],"[0.036051154136657715, 0.03132176399230957, -4.675195693969727, -4.603189468383789]"
JVASP-7051,[1.409999966621399],"[2.0627214908599854, 2.072277307510376, -5.516391754150391, -3.450467348098755]"
JVASP-7033,[0.0],"[0.023369908332824707, 0.048798561096191406, -4.270900726318359, -4.238845348358154]"
JVASP-8999,[0.5690000057220459],"[0.9857540130615234, 1.1292860507965088, -5.364904880523682, -4.376077175140381]"
JVASP-5920,[0.0],"[0.029694318771362305, 0.04520130157470703, -4.9315714836120605, -4.849159240722656]"
JVASP-9041,[0.0],"[0.1577397584915161, 0.19494366645812988, -4.891844749450684, -4.679477214813232]"
JVASP-31373,[0.9599999785423279],"[0.7061619758605957, 1.07979416847229, -6.324335098266602, -5.61731481552124]"
JVASP-31374,[1.7020000219345093],"[2.7726449966430664, 3.1919679641723633, -6.859634876251221, -4.07522439956665]"
JVASP-19549,[2.4679999351501465],"[3.800872325897217, 4.12280797958374, -6.039204120635986, -2.238889217376709]"
JVASP-27982,[5.951000213623047],"[7.976783752441406, 8.108115196228027, -9.559329986572266, -1.5777554512023926]"
JVASP-27984,[0.0],"[0.07302725315093994, 0.08498549461364746, -3.4124205112457275, -3.2754647731781006]"
JVASP-31375,[1.1109999418258667],"[2.358470916748047, 2.5287272930145264, -6.475835800170898, -4.122615337371826]"
JVASP-6022,[1.4299999475479126],"[1.830397367477417, 1.8696763515472412, -6.138429641723633, -4.3018107414245605]"
JVASP-28077,[0.0],"[0.7646119594573975, 0.9859148263931274, -5.796113967895508, -4.967988967895508]"
JVASP-27950,[1.8109999895095825],"[2.7657294273376465, 2.867922782897949, -7.2952117919921875, -4.527844429016113]"
JVASP-27952,[0.0],"[0.025798916816711426, 0.10404634475708008, -4.461887359619141, -4.432594299316406]"
